x,y,z,kbn1
-0.2740251284,jjPxd,V5OKT,111
1.03948222066,JE7ds,m9VFb,111
0.64922823364,juZqZ,gc3ad,111
-0.109764028292,4qyDv,qZ7IF,111
0.81096668432,vYKxg,MT15I,111
0.49104269016,JE7ds,bPAy0,111
0.80287221195,leNCT,Mq9Yd,111
-0.234450077242,JaFfE,wq22D,111
-1.11424437982,ewJ6t,X3VTZ,111
0.959897212507,219tH,jvsCC,111
0.500146889163,UxGti,pAloP,111
-1.40009279849,sTxbg,wxXA2,111
-0.514446050334,leNCT,CrahE,111
1.72634057598,jjPxd,yIoe4,111
0.177258135481,S19cV,6RLmy,111
1.44533087951,UxGti,S6W6E,111
-0.698803494305,edTl8,SqrS6,111
2.17026410659,fOKal,YBZhT,111
1.25254071328,1DdJN,q2CBG,111
-0.37272255496,OGK77,blfAn,111
-0.0280019099212,9fxRG,SAhYZ,111
-0.906302255546,5gvFn,7AHJB,111
-0.259814122128,WzdN8,JxQ6c,111
0.111382632263,sBaoJ,01wcU,111
0.876611728075,zYGBj,W8R7L,111
0.0243535962799,7dNjt,AWkWL,111
-0.755127623454,wn5Tl,SKijJ,111
-0.339561620522,legeV,V0KxP,111
-1.28292352429,HsrDu,WQLvl,111
-0.664139852648,6R388,3fCUG,111
-0.706038224196,OopuJ,BADbn,111
-0.741727759891,WOitF,4k086,111
0.178854495267,x1ZUu,C6Hbw,111
0.657579782841,i4BD7,cX0KY,111
0.194861584799,hN9vH,PhYhe,111
-0.134610556366,QZ48O,KgiM7,111
0.742756409547,hN9vH,13i79,111
0.129051707317,JM3lU,sEk35,111
0.984857934346,Ey0dZ,JU1fw,111
2.16176381409,UAYSd,WWa05,111
-0.910316279914,SV1ad,9nSVd,111
0.501686139542,rLzni,NlGO5,111
1.14268420632,vWXfP,t7P25,111
0.0413907521993,PQ6F4,xBnWx,111
-0.534400379876,WDdIQ,nqICz,111
0.884936689659,9fxRG,JUPrV,111
0.408219697243,QZ48O,LNG6H,111
-0.720744982986,5gvFn,9CBxG,111
0.651580765824,S19cV,KyN9K,111
0.268800660362,WzdN8,Aami3,111
0.426829475526,CRrP6,lgeEi,111
-0.730709221385,owCus,GdYri,111
-0.315011325575,bj5GF,OsxG4,111
-0.689424168158,sCRtX,JPChc,111
-0.681990136075,O0rpe,tv3Qe,111
0.11835965128,OcBtz,kP1wI,111
1.45207447764,sBaoJ,LUSW7,111
1.69328900262,akYR6,ON9j6,111
-0.778724367423,wn5Tl,UmjZs,111
-0.220646690445,fOKal,JLbTH,111
1.32743820317,JYEDX,aUd1L,111
-0.0437875130308,lcZqG,MKb17,111
-1.16101267633,edTl8,rxEP9,111
0.49199358423,WDdIQ,rAfRw,111
0.513593549402,9cfLm,HJosv,111
-0.0970909795981,1IZE1,QivKn,111
-0.196696487123,wn5Tl,0Wtwe,111
0.394933405934,OcBtz,9naLs,111
-0.602724108975,lcZqG,vReb3,111
-0.732959748633,0dmK0,dbxea,111
-0.858027829749,UAYSd,ZDdmW,111
-0.932810792322,akYR6,WuADJ,111
0.242385604654,x1ZUu,ZYUVj,111
0.357708938691,Uzq85,lq87N,111
-0.291420914312,ydsVd,LEtkt,111
-0.915471849048,bj5GF,NU22f,111
0.402357737086,juZqZ,74YLV,111
-1.27908034568,bj5GF,kX1QV,111
-1.33808636006,hi9nf,3yBGu,111
0.466518738743,awqQK,IEZg4,111
-0.964481950869,PDUvj,iydWl,111
-0.0369983480234,S19cV,8lFGk,111
0.0578036566689,ttoNG,XyMl1,111
-0.368054542798,juZqZ,5JPLD,111
0.433352293178,UJurY,HcwED,111
0.5140746695,x1ZUu,IhVDV,111
1.24366099786,BZJPs,mb9lb,111
-2.87786560926,sO2pl,Eaqgy,111
2.63511838013,x7c5I,XYkRp,111
1.18007675029,9brWJ,2Q3kh,111
0.163088857599,aK1fM,TxkKx,111
-0.674382370076,KkwRO,uEug9,111
-0.26704859057,5gvFn,nqnA4,111
-0.326254709946,Ak0UX,OlQDL,111
-0.0182068387285,zYGBj,FAZPq,111
1.28591913915,1IZE1,OEWG8,111
0.651311779266,SV1ad,AW54Q,111
-1.08208803016,JaFfE,irMu7,111
-1.90349346924,Ey0dZ,2hPXj,111
-1.0046148887,aXYKI,Y1LFG,111
0.575991180944,OGK77,y3QER,111
0.0237325159422,sBaoJ,rs0Hq,111
-0.0248603175504,owCus,cFdfv,111
0.538538558453,MNxUy,XdVrw,111
1.28306139661,hi9nf,TGR6d,111
1.09956839425,nEy9c,oQBiT,111
-1.32690436274,Ak0UX,2PKYE,111
-0.0543087372281,JyXZD,lnKrA,111
1.26185279835,lOuk2,26VhV,111
-0.62108345877,6xpn1,OncYw,111
-0.675984753722,rLzni,0GN34,111
0.628560218168,iAc40,d9y6m,111
0.209741269749,leNCT,tufJf,111
-1.14381293886,dEIRn,KSlTt,111
-1.09722321067,QmMJw,CNgcj,111
-1.38189118258,Ey0dZ,khtxa,111
1.21715422979,Y3CIa,FbA5y,111
-0.194933936592,403al,kTNTS,111
0.552924084759,1m5Qu,gsHZ0,111
-0.28588236299,4qyDv,2tYZM,111
0.648270580356,FjkBT,sE8H9,111
-0.367398500101,x1ZUu,TRiAa,111
-1.38581142875,aipp1,SU33n,111
-0.209090918258,yym6b,KqDfk,111
-0.530046273995,sCRtX,8yGC9,111
-0.154262085981,QmMJw,U4PU6,111
0.537836248703,owCus,ABQOJ,111
0.320696020803,zYGBj,WGbWt,111
-0.335450495468,aK1fM,nZdbN,111
-0.768529439139,6xpn1,GhqOz,111
-0.824135457838,edTl8,ZE0d9,111
0.712999164787,4qyDv,FcQBq,111
-0.66407523775,i4BD7,pwUkY,111
-0.21863814301,6R388,K7r7t,111
-1.4709351765,owCus,XjmGp,111
-0.54155788896,vWXfP,yeKY8,111
-2.75458252869,aXYKI,1Fd39,111
-0.368866537758,4qyDv,sykHr,111
0.0113191536855,leNCT,OavDY,111
0.719315124565,vYKxg,lWVCq,111
-0.44574712723,akYR6,0UMOI,111
-1.30375503794,Uzq85,bgph1,111
0.284811986682,edTl8,bZ9L3,111
-2.39039553092,lcZqG,v5eTO,111
0.326768433417,6R388,8Z49C,111
0.217445042747,akYR6,stTkF,111
0.191460422012,edTl8,tN6v4,111
-0.647099220018,x1ZUu,3iaZm,111
0.844605475461,CRrP6,1J2f3,111
-1.16389494228,5gvFn,OqS2E,111
-1.34733650274,iAc40,Pn4Vo,111
-0.140296348396,edTl8,c3xKQ,111
-0.69935565438,vYKxg,z4SCb,111
1.53999409004,F2Sy9,AG9vl,111
-1.02860061832,6xpn1,szxNt,111
0.931562644378,PDUvj,jUnmD,111
-0.56548493063,JyXZD,59TIP,111
0.134017796483,4qyDv,4yfq8,111
-1.63456776256,QZ48O,AzCAE,111
-0.537664162595,Y3CIa,xH1Q0,111
0.791293485325,lOuk2,8iDv6,111
-0.329224692776,RL9CV,rEkbj,111
0.593921647968,Q1WE7,vrQhj,111
1.18009332896,9fxRG,0S2E6,111
0.425225141277,1IZE1,tgDdF,111
1.00503096316,sBaoJ,q4Gx6,111
0.852290368933,If1qi,IBOMz,111
0.729333262054,BZJPs,AS9fT,111
0.987950900603,rLzni,NKdbX,111
-0.336337234003,5gvFn,Vb9vU,111
-0.776638659067,If1qi,tVQqR,111
-0.542026279407,lOuk2,patei,111
1.87990956776,2aMtU,BRdrV,111
0.34337535972,403al,uR4dF,111
-0.909990286278,403al,hqSBS,111
0.549394393282,SIIyH,aV8go,111
-0.718572964883,yym6b,AoEOU,111
1.47611791903,PQ6F4,C6ci5,111
-0.889436388406,aipp1,Zrz6A,111
2.09478430361,4qyDv,xULsE,111
1.28488518969,F2Sy9,4ng6y,111
2.22312038639,ttoNG,yIWxu,111
-1.05307739755,x1ZUu,GcDM8,111
-0.637435417212,1m5Qu,oMxZc,111
-0.748490538896,Y3CIa,dwfnF,111
0.839080390323,JaFfE,GvTKb,111
0.297154991238,sTxbg,UuGoS,111
0.787235545437,ttoNG,XummC,111
0.393829274734,WDdIQ,xg2Dn,111
-0.393667655861,bbNP5,mja3I,111
-1.2819336481,wn5Tl,9Iyqi,111
-0.15504071874,HsrDu,kMcre,111
-0.151422774878,CKzGQ,Hup4l,111
-1.2238441087,JM3lU,YaxTr,111
-0.345658836265,UxGti,DtP6l,111
0.519375835158,edTl8,b9jhD,111
1.18372853992,5gvFn,dYB5D,111
-0.55403085641,aXYKI,odG5q,111
0.706193835463,sTxbg,TX0aB,111
0.57164317171,edTl8,SZpHC,111
-0.135291742121,wn5Tl,WNJqL,111
-1.08682261449,4BO0K,XbM7r,111
1.0061121173,JyXZD,BO7Vx,111
-0.834812310075,0dmK0,mSSOG,111
0.803448523773,9cfLm,r74hJ,111
1.81174471369,wn5Tl,cGy1f,111
2.06320232008,dEIRn,kMC6H,111
-0.894635195425,sTxbg,88bSf,111
1.10689006881,PQ6F4,pOHLr,111
-0.242625346825,fpVas,4Wr15,111
-1.14027896644,aipp1,u143q,111
-0.360888170298,hxn6r,UDhlx,111
0.155795050551,fpVas,evi8Y,111
0.220565723411,k0xJl,MsbYm,111
-0.598450649377,6xpn1,eFMTH,111
0.668805584368,OopuJ,Dboap,111
-0.484453596924,UxGti,ARlD3,111
0.581618076753,BZJPs,LsvCh,111
0.28449888216,OcBtz,fyIpd,111
1.6326886798,sBaoJ,WciH7,111
0.506678660359,x1ZUu,ZWagP,111
-1.1746931715,lOuk2,1ERbi,111
0.176706406635,vWXfP,NUsTT,111
-0.291484986428,aXYKI,i23Id,111
-0.576110585403,SIIyH,9obmt,111
-0.145633928877,UAYSd,0lRdG,111
0.38121921845,6xpn1,UUZ5k,111
-0.413727430679,MVD5b,ngEfS,111
-0.139221913008,QZ48O,cRrGv,111
-1.01343008709,vWXfP,BjXv8,111
-0.389941457304,CRrP6,43ZIx,111
-2.21556541721,219tH,TeDa2,111
0.629000937216,403al,GTXoe,111
-1.65226560957,1m5Qu,8Z49C,111
1.03191763645,Uzq85,YeUm5,111
1.02464040701,RL9CV,aXvOC,111
-2.41507501655,WOitF,sGMya,111
0.625379122744,juZqZ,6r7Mx,111
-0.774044908956,OopuJ,edUT8,111
1.06637928508,403al,h3XA4,111
-0.502294114879,h4ypP,LfGOS,111
-0.846659524677,ydsVd,kpLLE,111
-1.16259060524,WzdN8,4wwSL,111
-0.598762369435,yym6b,DRFK7,111
0.842962822597,bj5GF,mDagQ,111
-0.593494168211,4qyDv,iydWl,111
0.179266483279,nEy9c,YbVF9,111
-1.50809691288,i4BD7,IGPXx,111
-0.0135602907332,1IZE1,PkKJQ,111
-0.432293246468,BoP6b,N3QoM,111
-0.260728583191,6xpn1,PhK7w,111
-0.222443104021,QZ48O,unIeW,111
0.0116145342184,UJurY,g6nfW,111
0.861132465615,vYKxg,ZVO2u,111
0.957684815652,sTxbg,2zlKa,111
-1.11267988399,zYGBj,EATx5,111
0.448300410731,OGK77,drTfH,111
1.05707634495,MNxUy,OTZ2u,111
-0.952252006707,WzdN8,iZrtc,111
-1.06976048333,Ey0dZ,szyNQ,111
-0.1601135649,sTxbg,1U40y,111
-0.42946715672,fpVas,h1S2a,111
-0.623125840427,sCRtX,aSDSq,111
0.252471333122,lOuk2,kYNEU,111
0.454547303281,SV1ad,YkXdv,111
1.89526766245,juZqZ,eaT8D,111
-0.634551209782,aK1fM,nx0or,111
-1.49422202493,juZqZ,KhyIr,111
0.575809538689,zYGBj,k0eTG,111
0.194307397429,edTl8,13ydF,111
-0.726816105093,OopuJ,Ho1ie,111
-2.33569856045,yym6b,mcRXI,111
0.108637053645,nEy9c,mWxRz,111
0.264913475386,rLzni,H4GLM,111
1.50430257926,QZ48O,MJ9al,111
0.0235776103874,Ak0UX,j9m3V,111
-1.34782444087,leNCT,arrXN,111
0.0090603085623,aipp1,fRwXt,111
-0.514562918306,iAc40,KYeYV,111
0.762625825147,sCRtX,kqAMl,111
-0.533771694428,MVD5b,3LzqN,111
0.523873181551,1IZE1,fHyxP,111
-0.225385600348,lcZqG,LBiPO,111
0.210639023339,1m5Qu,rJJxY,111
0.334890652545,legeV,ZbGEb,111
-2.37104641605,zYGBj,kwDwP,111
1.26984098889,CRrP6,W4JFG,111
-0.0340556028341,aK1fM,6x3IL,111
-0.370539954788,aipp1,ugj8B,111
1.05880819001,sBaoJ,lcaVa,111
0.0301462517216,CRrP6,RCfQw,111
-0.994212077191,jjPxd,VlQyb,111
-0.732031250479,hN9vH,rUOD0,111
0.574548007168,JaFfE,9RIBo,111
0.000145168295651,sO2pl,ROv7V,111
-1.13548037424,Uzq85,PrYR9,111
1.48569190773,4qyDv,SKIE3,111
0.50865628603,zYGBj,eJYrS,111
0.158784488215,sO2pl,cLNb6,111
0.32604390432,legeV,yFBMX,111
1.15814489499,FjkBT,ZnLxp,111
-0.0925153137876,Y3CIa,FgH66,111
0.0861202034117,WOitF,dgN2n,111
-0.472124274822,lOuk2,qanWw,111
-0.799723274088,sO2pl,4ptoM,111
-2.7063162494,SV1ad,ZE2MP,111
-0.402751179341,OcBtz,jYUJc,111
-0.978770713011,S19cV,ZtTNo,111
0.92802476548,9brWJ,fJ7JH,111
0.808094825054,akYR6,LsI1Z,111
2.73251568358,1IZE1,mqx8d,111
-0.717378373979,5gvFn,yaCNU,111
-0.67960040089,O0rpe,fO0po,111
-0.0635756298716,hxn6r,lUKIW,111
0.370982110926,sCRtX,PNMxC,111
-0.229504604876,x1ZUu,Y5JSF,111
0.305971633935,aXYKI,oQBiT,111
0.819758132472,4BO0K,ad9t7,111
-1.28568119826,JE7ds,cWsKM,111
0.0737701333287,wn5Tl,uImrh,111
-0.636970433295,BvNNl,0cDuZ,111
-1.08615405501,jjPxd,gyxOf,111
-1.42711963692,5gvFn,cU0Na,111
0.240440910397,juZqZ,kYNEU,111
0.757512576404,OcBtz,8nlRR,111
-0.363414408192,SIIyH,lujvs,111
1.15032168062,OopuJ,CDquq,111
0.0399678685927,rLzni,EzJ5W,111
-0.476459041762,vWXfP,RlCcL,111
0.50918154289,5gvFn,cKsCc,111
-1.29884368085,JYEDX,4DqsT,111
-2.0946947724,Uzq85,K7chL,111
-0.616171899982,jjPxd,HOlpn,111
-1.15545830548,sO2pl,Z3rLK,111
-1.18104679258,owCus,DhJLM,111
-0.365507572599,owCus,apNA9,111
-0.721907493511,WzdN8,UfFr0,111
1.58728201419,0dmK0,b8PNR,111
0.37733316691,bbNP5,wDYr8,111
-0.238014415933,lcZqG,DaeNy,111
0.341388043159,sTxbg,4CKGX,111
0.775823547255,aipp1,87BGm,111
-0.217938054907,lcZqG,RlaD0,111
-0.173343083293,x1ZUu,UN7ED,111
0.175590162892,PQ6F4,loTza,111
-0.569277035846,aXYKI,QRQmN,111
-0.403388420768,i4BD7,2r9Jy,111
-0.343607191983,lcZqG,zygQ1,111
0.59248143767,MNxUy,9xlRf,111
0.848266749758,6R388,KvCO8,111
-0.14762076641,lcZqG,UzT7g,111
1.67318926012,hi9nf,6a3Jz,111
2.15899655679,MVD5b,qzBpy,111
0.175754036132,6R388,dRY5p,111
0.280338462195,219tH,v8KVV,111
-1.29443322486,WDdIQ,9kISs,111
0.394890956578,403al,CkACa,111
0.0357866189261,nWNvj,XLVNK,111
1.75010561354,wErgh,u6cvV,111
-0.0368573693035,Ey0dZ,T6lYk,111
1.10633037365,CRrP6,oGy8e,111
0.826203606927,ttoNG,c5mYH,111
0.156818551101,vWXfP,ULTfW,111
-1.5178098481,Uzq85,OOTpr,111
1.8478096838,WDdIQ,AifHw,111
-0.259818734876,edTl8,Jxcba,111
-1.77298987188,sBaoJ,8R8j4,111
-0.627441752045,legeV,cFVb5,111
-0.927417304858,OopuJ,G3ylo,111
0.709663773706,sCRtX,CtXnW,111
-0.344168223451,lcZqG,gw8Z4,111
-0.177492114885,JE7ds,xchLT,111
-0.17342662392,Ey0dZ,olW4U,111
-0.599497325827,ttoNG,GPWWx,111
0.596925435535,1IZE1,sb6Kh,111
0.409780238439,sTxbg,oQ1uO,111
-1.11984829572,9brWJ,6LOJk,111
-0.448487208946,OGK77,kEz81,111
0.953002135665,MNxUy,d7fV9,111
-0.450037759721,UxGti,T892X,111
0.826036096302,lcZqG,PVlUL,111
0.205756015737,ttoNG,W4giT,111
0.432205695803,dEIRn,akXNv,111
-0.406566168097,9fxRG,NpBfx,111
0.0224040006368,aK1fM,BDZiD,111
-1.31612012615,SIIyH,qxcdF,111
0.449510648704,sO2pl,9V2be,111
-0.4939282206,QZ48O,4W7Oj,111
1.23557090266,UAYSd,LLRaP,111
0.179410756669,Ak0UX,iXiLQ,111
-1.33365875725,0dmK0,MzUpX,111
-0.720749577706,MVD5b,huOi0,111
1.30339821264,vYKxg,hWGxW,111
0.701283692791,vYKxg,f5Mnw,111
0.569357730766,O0rpe,lRsrE,111
-0.125495021883,dEIRn,H4P3N,111
0.259236484496,0dmK0,iWzjU,111
-0.558846487777,SV1ad,k3qtW,111
0.277694348492,JM3lU,gXcia,111
-3.28212691638,i4BD7,o5QHO,111
0.457992601471,0dmK0,J5CjW,111
0.55531548794,zYGBj,3oY2I,111
-0.234420630084,ewJ6t,plUXj,111
-0.340323241309,9fxRG,kpLLE,111
-0.519170523342,hN9vH,xPDX7,111
-0.306311768589,UJurY,d8Bt1,111
-0.107609724359,hxn6r,5YGmy,111
0.608639176898,hi9nf,PYXyd,111
0.756713902703,5gvFn,SyP3Q,111
0.636946354349,219tH,2wpvT,111
-0.616963832367,Uzq85,LZinS,111
-0.918962940605,MVD5b,Y6QjY,111
-0.480250315111,HsrDu,mMlw8,111
1.08996388731,PDUvj,42n3n,111
-0.882917916276,x7c5I,rEjLb,111
1.06274370018,BvNNl,vAU6l,111
-0.049562322148,edTl8,GvTKb,111
0.303782413046,SV1ad,dQR6E,111
0.144308503321,JaFfE,S5hDN,111
-0.81053917625,UxGti,9clmL,111
-1.1989174941,PDUvj,SHHpc,111
-0.349036606476,1m5Qu,efuJg,111
0.0422910706685,JYEDX,9dSl1,111
-0.0910933776648,JaFfE,rNtFQ,111
-1.23648732379,FjkBT,qWhSX,111
0.370030759552,aipp1,bRGc3,111
2.13312100479,QZ48O,eJ76O,111
-0.848468556622,Ey0dZ,ztfZa,111
0.0997687676974,KkwRO,dY2gx,111
0.170994328233,fpVas,CoLB2,111
0.382888617047,4BO0K,3YXSQ,111
0.553357851841,7dNjt,YprAl,111
0.453103726835,F2Sy9,2mJuM,111
1.35084263712,403al,4mi7w,111
-0.639849423274,MNxUy,lmNnV,111
-0.391373267087,owCus,DlG48,111
-0.934696449766,4BO0K,U1D2X,111
-1.85355091779,6xpn1,TVpkO,111
-0.89966235966,lOuk2,0a58o,111
-0.587057325627,2aMtU,Ko40h,111
-0.206033805937,aXYKI,1ietj,111
-1.00269638743,OGK77,tdCFd,111
-0.590334390168,ttoNG,jEvCH,111
0.00860273845316,If1qi,aj5e4,111
-1.75460799593,sCRtX,cKVLr,111
-0.704683424743,O0rpe,ZXhAX,111
1.62290736988,MNxUy,iP3uM,111
0.681561566631,UAYSd,HghhK,111
-1.1857846419,aipp1,V3XuC,111
0.300369616897,sCRtX,4Cq9e,111
0.0469366234531,SV1ad,BZ8QM,111
0.747495845642,dEIRn,8FaUM,111
-0.658352021631,Q1WE7,CZGHz,111
0.248344235293,If1qi,vb9er,111
-1.69138971288,ttoNG,Azzgy,111
0.0178077549393,BZJPs,vjD8x,111
-0.431632471454,UxGti,XSOWI,111
1.09419782045,wn5Tl,4xTBh,111
-0.684867627619,fpVas,0aDuf,111
-1.03678378659,JaFfE,iflFI,111
-0.919086414101,ydsVd,IWBiK,111
0.443000410891,dEIRn,szSdL,111
1.15090677838,Uzq85,9Q3Vi,111
0.713861623051,BZJPs,ivJlP,111
-0.0246504370453,h4ypP,rgekE,111
-0.650579307325,If1qi,G3tGD,111
0.512903085698,JE7ds,oTX9j,111
2.08499324398,zYGBj,zaQZe,111
1.24357550729,JYEDX,o3gKp,111
-0.53531659252,CKzGQ,H4ttD,111
-1.05641265483,7dNjt,jU4KC,111
-1.30832344395,WOitF,OTOtF,111
-0.806635137502,lcZqG,pvsd1,111
0.0660224522388,0dmK0,1MG39,111
1.25804554056,i4BD7,zMdeF,111
-0.947015892634,JyXZD,ApJUD,111
1.28088573104,JyXZD,lUKIW,111
0.282994167677,Ey0dZ,B4Ef9,111
-0.157585872291,lOuk2,4W4Qu,111
-0.0300162819145,UxGti,mk73b,111
-0.173163740146,nWNvj,1DALj,111
-0.200924002354,awqQK,oWhAr,111
-0.0907228900768,sBaoJ,zYv5I,111
0.669335162462,9fxRG,sV7be,111
2.19021170944,WDdIQ,pPWc0,111
-0.364423609994,sBaoJ,M1Rsh,111
-1.23226287387,4BO0K,aKTPc,111
0.0791228180099,fpVas,MB6IT,111
-0.786690966416,OopuJ,wTT2L,111
-0.574087581633,JyXZD,5oXKL,111
0.537539628226,9cfLm,fAH17,111
-0.722078339197,MNxUy,f9mPm,111
0.465429279441,4BO0K,vX1Fr,111
0.0997886445558,SV1ad,DhQa2,111
-0.13863373759,1IZE1,UO8Yi,111
0.757750540161,S19cV,IJrBx,111
-0.178360115898,juZqZ,SWmt3,111
-0.0477276687424,hi9nf,JNdqL,111
1.70199448494,nWNvj,QSJP5,111
0.115153558579,hi9nf,2AGae,111
2.73414137839,BZJPs,ODDTz,111
1.11571870687,FjkBT,LgRoy,111
-1.32282705235,sO2pl,t8aUm,111
0.780829108923,HsrDu,VWRVO,111
-0.0878800797844,rLzni,MzUpX,111
-0.189648959306,BvNNl,GaLcf,111
-0.133845597747,wn5Tl,0JtJn,111
-0.175332412969,lOuk2,4ayo1,111
0.576637551847,hxn6r,92tJt,111
-0.0675382177472,nEy9c,in1iI,111
0.641273672106,wErgh,I0KQU,111
-0.621778009512,dS9oG,eY37Z,111
-0.4198978123,vYKxg,6gaiC,111
-0.232121820154,2aMtU,T6lYk,111
1.25764836421,BoP6b,I1TFS,111
-0.960827137922,zYGBj,M7JUI,111
-1.38082891295,RL9CV,SdUcw,111
-0.835478275489,1IZE1,aJkDr,111
-0.620420187793,ydsVd,R0HxU,111
0.718983158057,fpVas,gvjqL,111
-1.56130404207,SIIyH,O8Y6B,111
-1.05603466578,CKzGQ,vNIQz,111
0.698647841021,dS9oG,8JU00,111
-0.255093235366,7dNjt,p81z7,111
-1.45702903708,If1qi,Q7qxq,111
0.686731648815,219tH,Zk2ho,111
0.352808904875,9fxRG,igfcS,111
-0.869854282835,1m5Qu,B1qCU,111
-2.12130104121,OopuJ,ZE0d9,111
-0.0948939209594,SV1ad,OCytO,111
-0.667181834141,bj5GF,FgMz7,111
-1.27627312573,rLzni,AL5QL,111
0.479652331467,FjkBT,8fFD7,111
-0.389387906828,7dNjt,rDIFu,111
0.108567926177,iAc40,Zx6l2,111
0.0335643131716,UxGti,2h3jj,111
-1.18998587152,Ak0UX,xp5pN,111
-1.6482332495,yym6b,VbGOX,111
-0.534823228629,UJurY,jC7S7,111
-0.522473226367,ydsVd,y5dn1,111
-0.331439142301,OopuJ,EtsID,111
0.565951619388,Uzq85,fagch,111
-0.510261308657,sBaoJ,V6q8L,111
0.984784541763,1m5Qu,g43br,111
-0.0872596141589,HsrDu,4lXBx,111
2.48718492224,sTxbg,jZPW1,111
-0.383059749869,owCus,XUc14,111
1.97186823179,WDdIQ,Qwrdt,111
0.242387506043,2aMtU,dncqv,111
0.238016439208,4qyDv,cBCua,111
0.137793248366,9brWJ,PQAsL,111
0.210305574719,JaFfE,WhLYc,111
0.485014603026,fOKal,WciH7,111
-0.436154932219,sBaoJ,wSz7H,111
0.514883965758,Ey0dZ,7CKtf,111
0.409101470331,JYEDX,kPZsX,111
-0.840510984445,KkwRO,b6hsS,111
-0.936347606794,F2Sy9,wEAbB,111
-0.747325949329,owCus,TKJyr,111
-0.610342926148,Ey0dZ,5J6vT,111
-0.611329980763,vWXfP,jPqJf,111
-0.993652413958,sCRtX,JpWI6,111
0.314140428972,Uzq85,fTJTJ,111
-0.741252549695,7dNjt,msta0,111
-0.889906363227,UAYSd,bm2ez,111
0.289389055563,BvNNl,WQLvl,111
-0.757263925175,CRrP6,KA9AL,111
-0.016524162189,1DdJN,NbfLB,111
-0.31043508997,MNxUy,K8pP7,111
0.323346612535,KkwRO,AUDl6,111
-0.45235145847,0dmK0,gsyul,111
1.44047474444,6R388,eBTnf,111
-2.10332047917,JE7ds,yqTBL,111
-0.472528324112,CKzGQ,cuvLh,111
0.601253463925,MVD5b,NdQuR,111
0.347575285711,fpVas,nrLXe,111
-0.40446522034,F2Sy9,V1pY4,111
0.530502633875,nEy9c,T12Y0,111
1.00647873117,rLzni,KZF99,111
0.780996531799,iAc40,xXPXd,111
1.11598845842,x1ZUu,XLVNK,111
0.633956442121,QZ48O,uDZMf,111
1.63746886942,k0xJl,DDwzD,111
1.10503849021,rLzni,4NpOl,111
-0.0766481694067,ewJ6t,yXUjS,111
1.39647134253,PDUvj,tqlKv,111
0.606268042854,6xpn1,9SoY0,111
-1.17359952211,QZ48O,ZN8s7,111
1.68320600692,lcZqG,vbjwY,111
-2.07545632309,7dNjt,2O1fU,111
-2.05365833982,vYKxg,UaEs6,111
-0.586321628664,OcBtz,pU5BO,111
1.70182373095,JyXZD,9irqy,111
-0.368396943671,ttoNG,Prq6v,111
0.125997872163,SV1ad,Fa6fr,111
-0.590922696876,x7c5I,bmzdD,111
1.46358251576,sBaoJ,NJYR4,111
0.410059261152,sCRtX,u3r76,111
2.13771422664,QZ48O,FnEg8,111
-1.26693043999,F2Sy9,fAi5S,111
-0.747535648621,akYR6,OX9Gc,111
0.666576670748,leNCT,x2pBX,111
-1.15955874872,JM3lU,rSVsy,111
1.47517795484,RL9CV,4whl2,111
0.709993607434,1m5Qu,Z7Zof,111
0.681270622243,Y3CIa,TPWGA,111
-1.038254822,hxn6r,XtUsN,111
0.0211378253038,sCRtX,R7Zuz,111
0.199260092899,Ak0UX,1ERbi,111
0.528065815424,JM3lU,f7taP,111
-0.737690179727,4qyDv,RyGLD,111
-0.0323963426136,6xpn1,dwboB,111
0.535526327628,fpVas,5viiH,111
-0.271224406307,aipp1,J734B,111
-1.37748019026,S19cV,MNiTG,111
-1.6155198957,Y3CIa,noBhv,111
-1.70104599045,QZ48O,MajXd,111
1.64906384652,dEIRn,V5peV,111
-1.1148758836,JE7ds,fVYMF,111
1.05704864722,wErgh,3gwJr,111
-0.279454851773,6xpn1,PzA5J,111
-0.538778565661,9brWJ,zL1Kt,111
-0.357890983077,juZqZ,Z9hUf,111
-0.562495733436,aK1fM,kyz1h,111
2.10326484257,WDdIQ,jv963,111
-1.36018036358,yym6b,KmVUI,111
0.753328367968,iAc40,asqsa,111
0.571063055508,219tH,rh4ZJ,111
0.667435858316,zYGBj,Lsqgp,111
-0.219214581204,1DdJN,6wiwo,111
-0.698993576042,PDUvj,lU2Zy,111
-0.383332650568,WDdIQ,xPDX7,111
-1.20337969554,7dNjt,bdIKl,111
0.428259169298,bbNP5,WiPPT,111
0.985660305528,5gvFn,AV0Qw,111
1.38631146362,fOKal,wYClO,111
0.682258935115,rLzni,O1dWR,111
-0.600330963212,SIIyH,VWRVO,111
0.114384773199,219tH,9KEa1,111
-0.124535258406,219tH,3xqhu,111
0.51274083223,akYR6,wscfX,111
1.35919093724,403al,Z0Twq,111
1.06160958907,9brWJ,ZM5ZD,111
1.46638148642,CKzGQ,e7R6f,111
2.06081224782,leNCT,pEx88,111
1.26314079355,UAYSd,drbWE,111
-0.101167972007,4qyDv,fzHua,111
-2.29780172507,4BO0K,0735k,111
-0.153370043074,x7c5I,mn5GZ,111
1.56822111102,dS9oG,ly8YA,111
-0.729921966542,BvNNl,iFxc9,111
0.774578587395,4qyDv,Hl3fE,111
-1.58036749619,4qyDv,dooGm,111
-0.844023710094,sBaoJ,6msab,111
